kecil	205	kecil,terkecil,berkecil,kecilkah,mengecilkan,kecillah
isi	205	berisi,seisi,isi,isinya,mengisi,isilah
nyawa	205	nyawa,nyawanya,nyawaku,nyawamu,nyawa-nya,nyawa-ku
maju	205	maju,majulah,kemajuan,kemajuanmu
hapus	205	penghapus,menghapus,menghapuskan,dihapuskan,dihapus,hapuskan
tangkap	204	menangkap,tertangkap,menangkapnya,ditangkap,tangkap,tangkaplah
asih	204	mengasihi,mengasihimu,mengasihinya,mengasihi-nya,pengasih,mengasihiku
takhta	204	takhta,takhtanya,takhta-nya,bertakhta,takhtaku,takhtamu
baring	203	berbaring,dibaringkan,terbaring,membaringkan,berbaringlah,membaringkannya
kambing	202	kambing,kambing-kambing,kambingnya,kambingmu
pulang	202	pulang,pulanglah,dipulangkan,memulangkan
pukul	201	memukul,pukulan,memukulnya,memukuli,dipukul,pukullah
langgar	201	pelanggaran,melanggar,pelanggaran-pelanggaran,pelanggarannya,pelanggaranku,pelanggar
arah	200	arah,mengarahkan,arahkanlah,mengarah,arahan,arahnya
mohon	200	memohon,mohon,permohonan,permohonanku,permohonanmu,permohonannya
ahli	200	ahli,ahli-ahli,keahlian,keahliannya,ahli-ahlimu
ternak	199	ternak,ternakmu,ternaknya,ternak-ternak,beternak,ternak-ternaknya
kereta	199	kereta,kereta-kereta,keretanya,kereta-keretanya,keretamu,kereta-kereta-nya
tanggung	198	menanggung,bertanggung,menanggungnya,tanggung,tanggungan,ditanggungkan
tampak	197	tampak,tampaklah,menampakkan,tampaknya,penampakan
mari	196	mari,marilah
lembah	196	lembah,lembah-lembah,lembah-lembahmu,berlembah-lembah
sembuh	196	menyembuhkan,disembuhkan,sembuh,kesembuhan,menyembuhkannya,menyembuhkanmu
miskin	196	miskin,kemiskinan,kemiskinannya,termiskin,kemiskinan-nya,kemiskinanmu
tak	195	takkan,tak
taat	195	menaati,taat,taatilah,ketaatan,taati,menaatinya
angin	193	angin,angin-mu
pelihara	192	memelihara,peliharalah,memeliharanya,dipelihara,memeliharamu,pemeliharaan
taruh	192	menaruh,taruhlah,mempertaruhkan,menaruhnya,ditaruhnya,taruh
enam	190	enam,keenam
paling	190	paling,berpaling,palingkan
kejar	190	mengejar,mengejarnya,kejarlah,mengejarmu,pengejar,mengejarku
tindas	190	menindas,tertindas,penindasan,penindas,ditindas,menindasmu
atur	189	peraturan,mengatur,peraturan-peraturan-ku,peraturan-peraturan,teratur,pengatur
agar	188	agar
kasihan	187	kasihan,kasihanilah,mengasihani,kasihan-mu,kasihani,dikasihani
tambah	186	bertambah,menambahkan,menambah,ditambahkan,bertambah-tambah,tambahan
budak	186	budak,perbudakan,budaknya,budak-budak,diperbudak,budakmu
hina	186	menghina,hina,penghinaan,hinaan,dihina,kehinaan
pegang	186	memegang,berpegang,peganglah,memegangnya,pegang,pemegang
uang	186	uang,uangnya,uangmu,uangku,uang-uang
lapar	185	kelaparan,lapar,kelaparanlah
keledai	185	keledai,keledainya,keledai-keledai,keledaimu,keledai-keledainya,keledai-keledaimu
asal	185	berasal,asal,asalkan,asalnya,asalmu,asal-nya
lindung	185	perlindungan,berlindung,melindungi,perlindunganku,melindungimu,perlindungannya
berat	184	berat,seberat,beratnya,memberatkan,keberatan,diperberat
apabila	184	apabila
timpa	184	menimpa,menimpakan,menimpamu,ditimpakan,menimpanya,ditimpa
senang	183	menyenangkan,senang,kesenangan,bersenang-senang,senangkanlah,menyenangkan-nya
muka	182	muka,permukaan,mukanya,pemuka,permukaannya,mukaku
ratus	182	seratus,ratus,keseratus,seratusan
kebun	182	kebun,kebun-kebun,kebunnya,kebunku,kebunmu
nyala	182	menyala-nyala,menyala,menyalakan,nyala,dinyalakan,nyalanya
tongkat	180	tongkat,tongkat-tongkat,tongkatnya,tongkatmu,tongkatku,tongkat-mu
tiang	179	tiang,tiang-tiang,tiangnya,tiang-tiangnya,tiang-tiang-nya,tiang-tiangmu
gembala	178	gembala,menggembalakan,penggembalaan,gembala-gembala,penggembala,menggembala
serang	178	menyerang,menyerangnya,seranglah,menyerangmu,menyerangku,serangan
limpah	178	berlimpah,melimpah,kelimpahan,berlimpah-limpah,berkelimpahan,limpahan
nubuat	178	bernubuat,bernubuatlah,nubuat,menubuatkan,nubuatan,dinubuatkan
habis	177	habis,menghabisi,menghabiskan,dihabisi,habisnya,menghabisinya
tolak	177	menolak,ditolak,tolak,menolaknya,menolakmu,tertolak
berhala	177	berhala,berhala-berhala,berhala-berhalamu,berhalamu,berhalanya,berhala-berhalanya
gandum	175	gandum,gandummu,gandumnya,gandum-ku
tumbuh	173	tumbuh,bertumbuh,menumbuhkan,tumbuh-tumbuhan,tumbuhan,tumbuhan-tumbuhan
pusaka	173	pusaka,pusakanya,pusaka-mu,pusakamu,pusaka-nya,pusaka-ku
ujung	171	ujung,ujung-ujung,ujungnya,ujung-ujungnya,berujung
curah	170	mencurahkan,curahan,dicurahkan,curahannya,tercurah,mencurahkannya
hujan	169	hujan,menghujani,menghujanimu,menghujankan
kalian	169	kalian
kati	168	memberkati,diberkati,berkatilah,kati
awan	168	awan,awan-awan,berawan,awan-awan-nya,awan-mu,awan-nya
ukur	168	mengukur,ukuran,pengukur,berukuran,ukurannya,diukur
syukur	168	syukur,bersyukur,syukurlah,syukurnya,syukuri,syukurmu
runtuh	167	reruntuhan,runtuh,meruntuhkan,diruntuhkan,keruntuhan,reruntuhan-reruntuhan
sulung	166	sulung,sulungnya,sulungmu,kesulungannya,kesulungan,sulungku
lempar	166	melemparkan,dilemparkan,melemparkannya,melempar,lemparkan,melemparinya
pasti	165	pasti,pastilah,pastikanlah,kepastian,memastikan,pastikan
selesai	164	selesai,menyelesaikan,menyelesaikannya,diselesaikan,selesaikanlah,selesailah
perkara	164	perkara,perkara-perkara,beperkara,perkaraku,perkaramu,perkaranya
ampun	164	mengampuni,diampuni,pengampunan,ampunilah,ampuni,mengampunimu
pasang	163	memasang,sepasang,pasanglah,pasang,memasangnya,dipasang
guna	162	menggunakan,berguna,digunakan,gunanya,gunakan,menggunakannya
suami	161	suaminya,suami,suamimu,suamiku,suami-suami,suami-suaminya
generasi	161	generasi,generasi-generasi,generasinya,generasimu
utara	161	utara,utaranya,mengutarakan,utaramu
bebas	161	membebaskan,bebas,dibebaskan,pembebasan,membebaskannya,bebaskan
meski	160	meskipun,meski
usir	160	mengusir,diusir,mengusirnya,usirlah,mengusirmu,usir
nasihat	160	nasihat,penasihat,menasihati,menasihatkan,nasihatku,menasihatimu
sia	160	sia-sia,kesia-siaan,sia-sialah,menyia-nyiakan,sia-siakan,sia-sianya
suka	159	suka,menyukai,kesukaan,disukai,sesuka,menyukakan
sujud	159	sujud,bersujud,sujudlah,bersujudlah
usaha	159	berusaha,usaha,berusahalah,usahamu,mengusahakan,usahanya
kenan	158	berkenan,perkenanan,perkenanan-mu,diperkenankan,perkenananmu,perkenanan-nya
berkat	156	berkat,memberkatimu,memberkatinya,memberkatiku,berkat-berkat,diberkatinya
sekali	156	sekali,sekalian
potong	156	memotong,sepotong,dipotong,potongan,potongan-potongan,potong
cerita	154	menceritakan,menceritakannya,ceritakanlah,ceritakan,diceritakan,bercerita
ratap	154	ratapan,meratap,merataplah,meratapi,meratapinya,ratapanku
kutuk	153	kutuk,mengutuk,mengutuki,terkutuk,kutuklah,dikutuk
harta	153	harta,hartamu,hartanya,hartaku,harta-nya
kulit	152	kulit,kulitnya,kulitku,berkulit,kulit-mu
hingga	152	hingga,terhingga
alas	152	alasan,alas,alasnya,alas-alas,alas-alasnya,alasan-alasan
patung	152	patung,patung-patung,patungnya,patung-patungnya,patung-patungmu
tipu	151	tipu,menipu,penipu,menipumu,menipuku,penipuan
tepi	151	tepi,tepinya,tepi-tepi,tepiannya
hilang	151	hilang,kehilangan,menghilang,menghilangkan,hilangkan,terhilang
dasar	151	berdasarkan,dasar,dasar-dasar,dasarnya,berdasar,didasarkan
wilayah	149	wilayah,wilayahnya,wilayahmu,wilayah-wilayah
singa	149	singa,singa-singa
selatan	147	selatan,selatanmu,selatannya
teguh	146	teguh,meneguhkan,teguhkanlah,teguhkan,diteguhkan,keteguhan
susah	145	kesusahan,menyusahkan,susah,kesusahanku,bersusah,kesusahannya
waris	145	warisan,mewarisi,waris,pewaris,warisannya,warisan-ku
saji	144	sajian,sajiannya,menyajikan,sajianmu,disajikan,sajian-ku
anugerah	144	anugerah,anugerah-nya,menganugerahkan,dianugerahkan,anugerahmu,dianugerahi
urap	144	mengurapi,diurapi,urapan,mengurapinya,diurapi-nya,urapi
sembelih	142	menyembelih,sembelihan,disembelih,menyembelihnya,penyembelihan,sembelihlah
tawan	140	tawanan,menawan,ditawan,penawanan,tertawan,tawananmu
jubah	140	jubah,jubahnya,jubah-nya,jubahmu,jubahku,jubah-jubah
putus	140	memutuskan,keputusan,putus,terputus,diputuskan,putuskan
kandung	139	mengandung,kandungan,kandunganmu,kandungannya,kandungnya,kandung
tahir	139	tahir,ditahirkan,menahirkan,penahirannya,penahiran,tahirkan
siang	138	siang
sunat	138	bersunat,disunat,sunat,menyunat,menyunatnya,sunatlah
keji	138	kekejian,keji,kekejian-kekejian,kekejianmu,kekejian-kekejianmu,kekejiannya
harga	137	berharga,harga,seharga,harganya,menghargai,berharganya
karunia	137	mengaruniakan,karunia,dikaruniakan,karuniakan,karunia-karunia,dikaruniai
belakang	136	belakang,belakangnya,belakangmu,membelakangi,belakangku,membelakangi-nya
rampas	136	merampas,rampasan,dirampas,merampasi,merampasnya,rampasannya
gembira	136	bergembira,kegembiraan,gembira,bergembiralah,menggembirakan,kegembiraanku
kecuali	135	kecuali,terkecuali,mengecualikan,dikecualikan
bijaksana	134	bijaksana,kebijaksanaan,kebijaksanaanmu,sebijaksana,kebijaksanaan-nya,bijaksananya
samping	133	samping,sampingnya,sampingku,mengesampingkan,samping-nya
sombong	132	sombong,kesombongan,menyombongkan,kesombonganmu,kesombongannya,sombongnya
sesat	131	menyesatkan,tersesat,sesat,disesatkan,menyesatkanmu,kesesatan
lidah	131	lidah,lidahnya,lidahku,lidahmu,lidah-lidah,lidah-lidahnya
gurun	131	gurun,gurunnya,bergurun-gurun
betapa	130	betapa
jual	129	menjual,dijual,menjualnya,juallah,penjual,jual
lemah	129	lemah,kelemahan,melemahkan,kelemahan-kelemahan,kelemahanku,melemah
sejahtera	129	sejahtera,kesejahteraan,kesejahteraanmu,sejahteramu,sejahterakanlah,sejahtera-ku
sentuh	128	menyentuh,menyentuhnya,sentuh,disentuh,menyentuh-nya,menyentuhmu
nanti	128	menantikan,menanti-nantikan,nanti,menanti,nantikanlah,nantikan
lupa	128	melupakan,lupa,dilupakan,lupakan,melupakannya,terlupakan
tanam	127	menanam,tanaman,ditanam,menanami,tanam,menanamnya
kekal	127	kekal,kekekalan
berontak	127	memberontak,pemberontak,pemberontak-pemberontak,memberontaklah
ajaib	126	ajaib,keajaiban-keajaiban,keajaiban-keajaiban-nya,keajaiban,keajaiban-keajaiban-mu,keajaiban-keajaiban-ku
tirai	126	tirai,tirai-tirai,tirai-tiraiku
berangkat	125	berangkat,berangkatlah,diberangkatkan,keberangkatan,keberangkatanku
rupa	124	rupa,merupakan,menyerupai,serupa,keserupaan,rupanya
perkasa	124	perkasa,keperkasaan,keperkasaan-mu,perkasanya,keperkasaan-ku
cinta	124	mencintai,cinta,dicintai,cintai,dicintainya,mencintainya
awas	124	pengawas,mengawasi,pengawasan,mengawasinya,awasilah,mengawasi-nya
penjara	124	penjara,dipenjara,dipenjarakan,memenjarakan,penjaranya,pemenjaraan
alir	123	mengalir,aliran,aliran-aliran,mengalirkan,alirannya,dialiri
kalau	123	kalau,kalau-kalau
muncul	123	muncul,muncullah,bermunculan,munculkanlah,munculkan,memunculkanku
sedia	123	menyediakan,disediakan,persediaan,bersedia,menyediakannya,tersedia
arti	123	berarti,artinya,arti,mengartikan,mengartikannya
pinggang	123	pinggang,pinggangnya,pinggangmu,pinggangku,pinggang-nya
tulang	122	tulang-tulang,tulang,tulang-tulangku,tulang-tulangnya,tulangku,tulangnya
ubah	122	berubah,mengubah,diubah,mengubahnya,perubahan,ubahlah
tugas	122	tugas,bertugas,tugasnya,petugas,ditugaskan,menugaskan
lebar	121	lebarnya,lebar,lebar-lebar,melebarkan,lebarlah,memperlebar
sedikit	121	sedikit
murni	121	murni,memurnikan,dimurnikan,kemurnian,memurnikanku,pemurnian
hibur	120	menghibur,penghiburan,dihibur,terhibur,penghibur,menghiburku
anggap	120	menganggap,dianggap,anggap,menganggapnya,menganggapku,dianggapnya
cela	119	bercela,cela,mencela,celaan,dicela,tercela
kamar	119	kamar,kamar-kamar,kamarnya,kamar-kamarmu,kamarmu
makin	119	semakin,makin
tentu	118	ditentukan,tentu,menentukan,tertentu,tentukan,tentulah
senjata	118	senjata,senjatanya,bersenjata,senjata-senjata,bersenjatakan,senjata-senjatanya
patah	118	mematahkan,patah,dipatahkan,sepatah,patahkan,mematahkannya
mayat	118	mayat,mayat-mayat,mayatnya,mayatmu,mayat-mayatnya
tali	117	tali,tali-tali,tali-talinya,tali-talimu,talinya,taliku
mungkin	117	mungkin,memungkinkan,kemungkinan
mimpi	117	mimpi,bermimpi,mimpi-mimpi,mimpinya,mimpiku,pemimpi
pula	117	pula
selain	117	selain
tindak	117	bertindak,bertindaklah,tindakan,tindakannya,tindakan-tindakan,tindak
juru	117	juru,juru-juru
ruang	117	ruang,ruangan,ruang-ruang,ruangnya,ruangan-ruangan
latar	117	pelataran,pelataran-pelataran,pelataran-ku,pelataran-mu,pelataran-nya,latar
surat	117	surat,surat-surat,suratku,surat-suratku,suratnya
indah	116	indah,keindahan,keindahannya,indahnya,mengindahkan,keindahanmu
teman	116	teman,temannya,teman-temannya,temanmu,teman-teman,temanku
luka	115	terluka,luka,melukai,luka-luka,lukamu,lukaku
awal	115	awal,pengawal,awalnya,pengawalnya,pengawalan,pengawalmu
kepung	115	mengepung,pengepungan,mengepungnya,mengepungmu,dikepung,terkepung
tanduk	115	tanduk,tanduk-tanduk,menanduk,tanduknya,tanduk-tanduknya,tandukmu
rencana	114	rencana,merencanakan,rencanakan,berencana,rencana-rencana,merencanakannya
bayar	114	membayar,bayaran,membayarnya,bayarlah,dibayarkan,dibayar
desa	114	desa-desanya,desa,desa-desa,desanya,pedesaan,berdesakan
cipta	113	menciptakan,diciptakan,ciptaan,penciptaan,menciptakannya,ciptakan
kurang	113	kekurangan,kurang,berkurang,mengurangi,menguranginya,mengurangkannya
rebut	113	merebut,merebutnya,direbut,rebut,rebutlah,direbutnya
kering	112	kering,kekeringan,dikeringkan,dikeringkan-nya,kekeringannya
zina	112	berzina,perzinaan,pezina,zina,perzinaannya,zinanya
besi	111	besi
musnah	111	memusnahkan,dimusnahkan,musnahkan,musnah,memusnahkannya,pemusnahan
kabung	111	berkabung,kabung,perkabungan,kabungnya,perkabunganku,perkabunganmu
halus	111	halus,kehalusan,halus-halus
pesan	111	pesan,berpesan,pesannya,dipesankan,pesankan
undi	111	undian,undi,diundikan,mengundi,undiannya,undilah
tembaga	111	tembaga,tembaganya,tembaga-tembaga
panen	110	panen,memanen,panenmu,panenan,panennya,panenanku
upah	110	upah,upahnya,upahan,upahmu,upahku,mengupah
rasul	110	rasul,rasul-rasul,kerasulan,kerasulanku,rasul-rasul-nya
genap	109	digenapi,genap,menggenapi,genaplah,menggenapinya,penggenapan
tuang	108	tuangan,menuangkan,menuang,menuangkannya,tuanglah,dituangkan
tukang	108	tukang,tukang-tukang,tukangnya,tukang-tukangnya
lubang	107	lubang,lubang-lubang,berlubang,pelubang,lubangnya,berlubang-lubang
panglima	107	panglima,panglima-panglima,panglimanya,panglimamu,panglimaku
tiup	107	meniup,bertiup,ditiup,peniup,meniupkan,tertiup
trompet	107	trompet,trompetnya
selalu	107	selalu
pegawai	106	pegawai,pegawainya,pegawai-pegawainya,pegawai-pegawai,pegawaiku,pegawai-pegawaimu
tabur	105	menabur,ditaburkan,ditabur,penabur,menaburkan,tabur
putri	105	putri,putri-putri,putrinya
bibir	105	bibir,bibirnya,bibirku,bibirmu,bibir-nya,bibir-mu
pisah	104	memisahkan,terpisah,dipisahkan,berpisah,memisahkanmu,pisah
rang	104	menyeberangi,memerangi,menerangi,berperanglah,berkekurangan,diterangi
debu	104	debu,debunya,debu-debu,debu-debumu
sayap	103	sayap,sayap-sayap,sayapnya,bersayap,sayap-sayapnya,sayap-mu
ulur	103	mengulurkan,ulurkan,ulurkanlah,terulur,uluran,mengulur-ulur
tumpah	103	menumpahkan,ditumpahkan,penumpah,pertumpahan,tertumpah,penumpahan
barat	103	barat,baratmu
buta	103	buta,membutakan,kebutaan,dibutakan
linen	103	linen,linennya,linenku,linen-ku
kabar	102	kabar,kabarkanlah,dikabarkan,kabarnya,kabarkan,dikabarkanlah
lahap	102	melahap,dilahap,pelahap,melahapnya,melahapku,melahapmu
janda	102	janda,janda-janda,kejandaannya,janda-jandanya,kejandaanmu,janda-jandamu
rambut	102	rambut,rambutnya,rambutmu,berambut,rambutku,rambut-nya
musim	101	musim,musimnya,musim-musim
situ	101	situ,situlah
benda	101	benda,benda-benda,bendanya,bendamu,bendaku,benda-bendanya
tegur	101	menegur,teguran,tegurlah,menegurmu,ditegur,menegurnya
abdi	101	abdi,mengabdi,mengabdikan,pengabdiannya,pengabdian,abdimu
lemak	100	lemak,lemaknya,berlemak,lemak-lemaknya,lemak-lemak,lemakmu
bahasa	100	bahasa,bahasa-bahasa,bahasanya,berbahasa
sungguh	100	sungguh-sungguh,kesungguhan,bersungguh-sungguh,sungguhkah,kesungguhanmu,kesungguhannya
maksud	99	maksud,bermaksud,maksudkan,maksudku,maksudmu,dimaksudkan
ngeri	99	kengerian,ngeri,kengerian-nya,kengerian-mu,kengerian-ku,kengerian-kengerianku
ibadah	98	beribadah,ibadah,beribadahlah
urban	97	pengurbanan,mengurbankan,pengurbananmu,pengurbanannya,mengurbankannya,pengurbanan-nya
kapal	97	kapal,kapal-kapal,kapalmu,kapalnya
bohong	97	kebohongan,berbohong,pembohong,bohong,membohongi,kebohongan-kebohongan
jenis	96	jenis,jenisnya,sejenisnya
benih	96	benih,benihmu,benih-benih,benihnya
pasuk	96	memasuki
memang	96	memang
saling	96	saling
beban	96	beban,dibebani,membebankan,bebannya,membebani,dibebankan
sanggup	95	sanggup,kesanggupan
sebar	95	menyebar,tersebar,menyebarkan,disebarkan,menyebarkannya,menyebarmu
benteng	95	benteng,berbenteng,benteng-benteng,bentengku,benteng-bentengnya,bentengmu
mula	94	semula,permulaan,mulanya,mula-mula,dimulainya,permulaanmu
lanjut	94	melanjutkan,selanjutnya,lanjut,berlanjut,kelanjutanmu,lanjutannya
jabat	94	pejabat,jabatan,pejabat-pejabat,pejabatnya,jabatannya,menjabat
singkir	94	menyingkirkan,disingkirkan,singkirkan,menyingkir,menyingkirkannya,menyingkirkanmu
uji	94	menguji,uji,diuji,mengujimu,teruji,ujilah
pahlawan	94	pahlawan,kepahlawanannya,pahlawan-pahlawan,pahlawan-pahlawanmu,pahlawannya,pahlawan-ku
baptis	94	dibaptis,membaptis,baptisan,dibaptiskan,baptiskanlah,baptisannya
jarah	93	jarahan,menjarah,dijarah,jarahannya,penjarah-penjarah,jarahanmu
ragi	93	beragi,ragi
salib	93	salib,disalibkan,salibkan,menyalibkan,salibnya,menyalibkan-nya
tarik	92	menarik,ditarik,menariknya,menarikmu,tarik,menarikku
adik	92	adik,adiknya,adikku,adikmu,beradik
sumur	92	sumur,sumur-sumur,sumurmu,sumurnya
sekalipun	92	sekalipun
panah	92	panah,panahmu,panah-nya,panah-mu,panah-panah,panahnya
biasa	92	biasa,kebiasaan,biasanya,terbiasa,kebiasaan-kebiasaan,kebiasaan-nya
baju	92	baju,bajunya,bajumu,baju-baju,berbaju,berbajukan
alat	92	alat,alat-alat,peralatan,peralatan-peralatan,peralatannya,peralatanmu
sunyi	92	sunyi,kesunyian
tunduk	91	tunduk,menundukkan,tunduklah,ditundukkan,menunduk,tertunduk
timbang	91	timbangan,menimbang,ditimbang,pertimbangkanlah,mempertimbangkan,pertimbangan
putih	91	putih,seputih,putihnya
segenap	91	segenap
bentuk	90	membentuk,bentuk,berbentuk,membentuknya,bentuknya,dibentuk
laksana	90	melaksanakan,melaksanakannya,terlaksana,dilaksanakan,laksanakan,pelaksanaan
malapetaka	90	malapetaka,malapetakanya,malapetaka-ku,malapetakaku,malapetakamu
usia	90	berusia,usia,usianya,usiaku
simpan	90	menyimpan,disimpan,simpan,penyimpanan,simpanlah,menyimpannya
gemetar	90	gemetar,gemetaran
walaupun	90	walaupun
bunga	90	bunga,bunga-bunga,berbunga,bunganya,bunga-bunganya,membungakan
berapa	90	berapa,seberapa
meja	90	meja,meja-meja,mejaku,semeja,mejamu,mejanya
paham	89	memahami,memahaminya,pahamilah,pahami,pemahaman,paham
tegak	89	menegakkan,tegak,ditegakkan,menegakkannya,tegakkan
urus	89	mengurus,urusan,urusanmu,berurusan,uruslah,pengurus
bunyi	89	bunyi,berbunyi,bunyinya,membunyikan,dibunyikan,bunyikanlah
dupa	89	dupa,pedupaan,pedupaanmu,pedupaan-pedupaan,pedupaannya
perisai	88	perisai,perisai-perisai,perisaiku,perisaimu,perisainya
bersih	88	bersih,membersihkan,dibersihkan,membersihkanmu,membersihkannya,dibersihkan-nya
untung	88	keuntungan,untungnya,menguntungkan,beruntung,untung,keuntunganmu
sedih	88	kesedihan,sedih,bersedih,menyedihkan,kesedihanku,sedihku
salam	88	salam,salamku,salammu
napas	87	napas,napas-nya,bernapas,napasnya,napasku,napasmu
tuntun	87	menuntun,menuntunku,menuntunmu,menuntunnya,tuntunlah,tuntunan
tenang	87	tenang,menenangkan,ketenangan,tenanglah,menenangkannya
dusta	87	dusta,berdusta,pendusta
pecah	87	memecahkan,perpecahan,pecah,terpecah-pecah,memecah-mecahkannya,dipecahkan
cemar	87	mencemarkan,mencemarkannya,tercemar,cemar,kecemaran,dicemarkan
beli	86	membeli,beli,dibeli,pembelian,pembeli,membelikanmu
perlu	86	perlu,diperlukan,memerlukan,perlukan,keperluan,memerlukannya
riwayat	85	riwayat-riwayat,riwayat
terlalu	85	terlalu,keterlaluan
cepat	85	cepat,cepat-cepat,secepatnya,secepat,cepatnya,mempercepat
teriak	85	berteriak,berteriak-teriak,meneriakkan,teriak,teriakkan
aman	85	aman,keamanan,mengamankan,amankanlah,pengamanan
makhluk	84	makhluk,makhluk-makhluk
dada	84	dada,dadamu,dadanya,dadaku,dada-nya,dada-mu
kenyang	84	kenyang,dikenyangkan,mengenyangkan,kekenyangan,sekenyang-kenyangnya,mengenyangkanmu
baca	84	membaca,membacakan,dibacakan,membacanya,membacakannya,bacakan
injak	84	menginjak-injak,menginjak,diinjak-injak,menginjak-injaknya,menginjakkan,injak
susu	83	susu,menyusui,menyusu,susuilah,menyusuinya,susuku
hak	83	hak,berhak,hak-hak,hak-ku,hakmu,hakku
angkut	83	mengangkut,diangkut,angkut,mengangkutnya,pengangkut
cacat	83	bercacat,cacat,kecacatan
lengkap	83	perlengkapan,perlengkapannya,perlengkapan-perlengkapan,lengkap,diperlengkapi,memperlengkapi
cawan	83	cawan,cawannya,cawan-cawan,secawan,cawan-ku
yakin	83	keyakinan,yakin,meyakinkan,diyakinkan,keyakinanmu,keyakinanku
cukup	82	cukup,cukuplah,secukupnya,mencukupkan,cukupkah,cukupkanlah
kiri	82	kiri,kirinya,kiri-nya,kirimu,kiri-mu,kiri-ku
murah	82	kemurahan,murah,bermurah,kemurahan-mu,kemurahan-nya,kemurahanmu
izin	82	izinkanlah,mengizinkan,izinkan,diizinkan,izin,mengizinkannya
gagah	82	gagah,kegagahan,kegagahanku,gagahmu,gagahnya
perut	81	perut,perutnya,perutmu,perutku
berani	81	berani,keberanian,memberanikan,keberaniannya
campur	81	dicampur,campuran,bercampur,mencampur,campur,tercampur
setan	81	setan,setan-setan,setannya
istirahat	80	beristirahat,istirahat,peristirahatan,beristirahatlah,peristirahatan-ku,mengistirahatkan
kelompok	80	kelompok,kelompoknya,kelompok-kelompok,sekelompok,berkelompok,mengelompokkan
hutan	80	hutan,hutannya,hutan-hutan,berhutan
bintang	79	bintang,bintang-bintang,bintangmu,bintang-nya
hewan	79	hewan,hewan-hewan,hewanmu,hewan-hewannya
ular	79	ular,ular-ular
panas	79	panas,panasnya,memanas,panasmu,memanaskan
tepung	79	tepung
bangga	79	kebanggaan,berbangga,bangga,membanggakan,kebanggaanku,kebanggaanmu
cabang	78	cabang,cabang-cabangnya,cabang-cabang,cabangnya,bercabang,cabang-cabangmu
esok	78	keesokan,esok
dagang	78	pedagang,daganganmu,berdagang,pedagang-pedagang,perdagangan,perdaganganmu
gadis	78	gadis,gadis-gadis,gadisnya,kegadisanku,kegadisannya,gadis-gadisnya
ara	77	ara,aranya,aramu,araku
sekitar	77	sekitar,sekitarnya,sekitarmu,sekitar-nya
bencana	77	bencana,bencana-bencananya
rusak	76	rusak,merusak,merusaknya,dirusak,merusakkan
tuntut	76	menuntut,penuntut,tuntut,dituntut,tuntutan,menuntutnya
unta	76	unta,unta-unta,unta-untanya,unta-untamu,unta-untaku,untanya
pelita	76	pelita,pelita-pelita,pelita-pelitanya,pelitanya,pelitaku,pelita-nya
nazar	76	nazar,bernazar,nazarku,nazarnya,nazarmu,dinazarkan
olah	75	seolah-olah,mengolah,diolah,mengolahnya,olahlah,seolah
baris	75	barisan,baris,barisannya,barisnya,barisan-barisan,barisanmu
roboh	75	merobohkan,roboh,dirobohkan,merobohkannya,robohkanlah,robohkan
palsu	75	palsu,kepalsuan,memalsukan,palsunya
tobat	75	bertobat,pertobatan,bertobatlah,pertobatanmu,petobat,mempertobatkan
umpama	75	perumpamaan,perumpamaan-perumpamaan,diumpamakan,mengumpamakan,perumpamaan-perumpamaan-nya,mengumpamakannya
gerak	74	bergerak,menggerakkan,digerakkan,tergerak,bergeraklah,bergerak-gerak
telanjang	74	telanjang,ketelanjangan,ketelanjanganmu,ketelanjangannya,menelanjangi,bertelanjang
puncak	74	puncak,puncak-puncak,puncaknya,berpuncak-puncak
mahkota	74	mahkota,mahkota-mahkota,memahkotainya,memahkotai,mahkotanya,mahkotamu
agung	74	agung,keagungan,keagungan-mu,keagungan-nya,diagungkan,mengagungkan
coba	74	mencobai,pencobaan,dicobai,mencoba,cobaan,cobaan-cobaan
puasa	74	berpuasa,puasa,puasamu,berpuasalah
betina	73	betina,betinanya,betinamu,betinaku
suci	73	menyucikan,penyucian,kesucian,disucikan,menyucikannya,suci-nya
merah	73	merah,kemerah-merahan,kemerahan,merah-merah,memerah
sundal	73	sundal,persundalan,bersundal,persundalanmu,persundalannya,sundalnya
benam	72	terbenam,terbenamnya,membenamkan
rancang	72	rancangan,merancang,merancangkan,rancangannya,rancangan-rancangan,rancangkan
cahaya	72	cahaya,bercahaya,cahayanya,cahaya-cahaya
tombak	72	tombak,tombaknya,tombak-tombak,tombakmu,tombak-tombakmu,tombak-mu
bentang	71	membentangkan,membentang,terbentang,dibentangkan,membentangkannya
iri	71	iri,pengirikan,pengirikanmu,pengirikankah,pengirikan-nya
harum	70	harum,keharumannya,keharuman,mengharumkan
kakak	70	kakakmu,kakak,kakaknya,kakakku,kakak-kakaknya,kakak-kakak
ejek	70	mengejek,ejekan,pengejek,diejek,mengejekku,mengejek-nya
cemburu	70	cemburu,kecemburuan,kecemburuan-ku,cemburu-nya,kecemburuan-mu,cemburu-ku
bantu	70	membantu,membantunya,bantuan,membantuku,membantumu,pembantu
jujur	70	jujur,kejujuran,kejujurannya
kusta	70	kusta,kustanya,kustaku
aniaya	70	menganiaya,penganiayaan,dianiaya,penganiaya,aniaya,menganiayamu
talenta	70	talenta,setalenta,talentamu
bejana	70	bejana,bejana-bejana,bejanamu,bejana-bejananya
